City,Age,Income,Vehicle_Ownership,Vehicle_Usage,Vehicle_Type,EV_Market_Share,Charging_Stations_Available,Psychographic,Behavioral
Bangalore,37,99876,1,24,2-wheeler,0.42227914217522755,73,Status-seeking,Rare Usage
Mumbai,56,118892,1,35,2-wheeler,0.4834629658065339,63,Status-seeking,Long Distance
Pune,41,55999,0,24,E-rickshaw,0.48170309829834557,10,Eco-friendly,Daily Commuting
Delhi,65,91887,1,15,2-wheeler,0.34773782215613447,95,Tech-savvy,Daily Commuting
Hyderabad,37,79648,1,5,4-wheeler,0.39126964075820225,96,Eco-friendly,Daily Commuting
Bangalore,18,82668,0,48,E-rickshaw,0.3797634141227474,19,Cost-conscious,Weekend Trips
Pune,18,89374,1,22,E-rickshaw,0.34845447800886264,99,Eco-friendly,Weekend Trips
Hyderabad,34,87509,1,43,E-rickshaw,0.1077420703323409,29,Tech-savvy,Daily Commuting
Hyderabad,18,132650,1,48,2-wheeler,0.24236267283425447,9,Status-seeking,Rare Usage
Pune,69,123348,1,37,2-wheeler,0.14003132548459216,53,Status-seeking,Weekend Trips
Bangalore,62,95783,1,40,2-wheeler,0.22010364405287108,57,Cost-conscious,Long Distance
Bangalore,47,64440,1,22,4-wheeler,0.127425922770439,78,Tech-savvy,Weekend Trips
Mumbai,58,51655,0,35,2-wheeler,0.4680125986605327,28,Status-seeking,Rare Usage
Delhi,64,63039,1,39,E-rickshaw,0.2805319662623811,0,Cost-conscious,Weekend Trips
Pune,20,75255,1,43,2-wheeler,0.17574577907015418,57,Tech-savvy,Rare Usage
Pune,63,92219,1,42,2-wheeler,0.3339116924255808,20,Tech-savvy,Rare Usage
Pune,28,74989,1,19,2-wheeler,0.17858037334904805,14,Eco-friendly,Weekend Trips
Bangalore,41,31244,1,10,2-wheeler,0.42177612871617054,66,Status-seeking,Rare Usage
Delhi,39,114594,0,12,E-rickshaw,0.22236764389610042,32,Tech-savvy,Rare Usage
Mumbai,61,78595,1,44,2-wheeler,0.22596025314597232,37,Status-seeking,Long Distance
Hyderabad,62,59551,1,26,E-rickshaw,0.4479803775665677,18,Status-seeking,Daily Commuting
Hyderabad,43,83230,1,5,2-wheeler,0.32368115386009394,3,Tech-savvy,Daily Commuting
Pune,30,123898,1,17,4-wheeler,0.454920842302204,75,Status-seeking,Weekend Trips
Delhi,18,48371,1,28,4-wheeler,0.2651552119461432,88,Eco-friendly,Rare Usage
Bangalore,41,89358,1,25,E-rickshaw,0.23757107862083116,97,Cost-conscious,Weekend Trips
Delhi,27,48878,0,49,E-rickshaw,0.3024811989064433,80,Cost-conscious,Weekend Trips
Delhi,52,56157,1,47,4-wheeler,0.12459666848116382,57,Tech-savvy,Daily Commuting
Bangalore,41,25914,0,8,4-wheeler,0.1616803084837285,69,Eco-friendly,Rare Usage
Pune,45,103700,0,11,2-wheeler,0.18780865429052696,11,Cost-conscious,Weekend Trips
Delhi,53,47180,1,16,4-wheeler,0.4266709130745848,78,Eco-friendly,Weekend Trips
Hyderabad,33,23688,1,17,E-rickshaw,0.39351950276430436,16,Tech-savvy,Daily Commuting
Bangalore,57,100219,1,48,E-rickshaw,0.17732291151357746,0,Eco-friendly,Daily Commuting
Mumbai,33,98616,0,20,4-wheeler,0.21069902574941035,13,Tech-savvy,Daily Commuting
Pune,34,116489,0,10,E-rickshaw,0.47770474538685104,1,Cost-conscious,Weekend Trips
Bangalore,68,29916,0,18,2-wheeler,0.13432118489040967,3,Cost-conscious,Rare Usage
Mumbai,32,76363,0,35,2-wheeler,0.3189820392592241,65,Cost-conscious,Daily Commuting
Mumbai,33,115213,0,40,4-wheeler,0.3088027968057996,89,Cost-conscious,Daily Commuting
Delhi,32,47360,1,41,E-rickshaw,0.39028312686307565,45,Status-seeking,Rare Usage
Delhi,51,57805,1,45,4-wheeler,0.20457415054140105,49,Eco-friendly,Weekend Trips
Delhi,28,33453,1,39,E-rickshaw,0.473909060319162,59,Eco-friendly,Weekend Trips
Bangalore,18,146599,1,14,E-rickshaw,0.26423315265147795,51,Eco-friendly,Rare Usage
Bangalore,32,42703,0,21,E-rickshaw,0.21428784289368197,96,Tech-savvy,Daily Commuting
Pune,43,79021,1,46,2-wheeler,0.23474776673834594,47,Cost-conscious,Long Distance
Delhi,68,94176,1,34,E-rickshaw,0.2394889395201142,38,Cost-conscious,Rare Usage
Mumbai,21,114799,1,48,2-wheeler,0.17957136546611197,69,Status-seeking,Long Distance
Hyderabad,60,118385,1,11,E-rickshaw,0.4712215679231043,59,Status-seeking,Weekend Trips
Pune,22,124582,1,22,4-wheeler,0.16995007384373367,29,Cost-conscious,Weekend Trips
Bangalore,52,101614,0,23,2-wheeler,0.45313305373574775,85,Eco-friendly,Long Distance
Pune,30,108919,1,19,2-wheeler,0.261971687976171,26,Eco-friendly,Daily Commuting
Pune,27,101072,0,43,2-wheeler,0.20771059340430065,82,Cost-conscious,Long Distance
Pune,28,136094,0,48,4-wheeler,0.17940358113546453,73,Tech-savvy,Daily Commuting
Pune,35,27410,0,26,2-wheeler,0.3017369319633081,54,Eco-friendly,Rare Usage
Hyderabad,51,101462,1,43,4-wheeler,0.36770341719582655,69,Cost-conscious,Weekend Trips
Delhi,56,68268,1,46,E-rickshaw,0.4592884121841926,25,Cost-conscious,Weekend Trips
Mumbai,58,54248,0,34,E-rickshaw,0.3609786334840538,41,Status-seeking,Long Distance
Pune,59,51159,1,24,4-wheeler,0.29346499610910803,66,Status-seeking,Rare Usage
Pune,67,62039,1,36,2-wheeler,0.11339042583129047,66,Cost-conscious,Long Distance
Pune,40,121902,1,46,2-wheeler,0.4661707622702479,51,Tech-savvy,Long Distance
Delhi,24,67800,1,29,4-wheeler,0.4609476971929759,5,Cost-conscious,Long Distance
Bangalore,56,60761,1,27,E-rickshaw,0.25148678692833,9,Eco-friendly,Daily Commuting
Bangalore,20,114626,1,9,4-wheeler,0.11161386507024501,37,Tech-savvy,Weekend Trips
Hyderabad,29,106103,1,45,2-wheeler,0.3933478206030415,76,Tech-savvy,Weekend Trips
Bangalore,24,138368,1,34,2-wheeler,0.4166723507428529,11,Status-seeking,Long Distance
Pune,66,63663,1,43,2-wheeler,0.31698633182213887,45,Cost-conscious,Daily Commuting
Pune,43,100903,0,31,2-wheeler,0.2611499941051283,48,Status-seeking,Weekend Trips
Pune,50,60412,1,46,E-rickshaw,0.44045313512119966,90,Eco-friendly,Daily Commuting
Hyderabad,54,138998,0,41,E-rickshaw,0.17700656667470271,71,Status-seeking,Rare Usage
Pune,65,130252,1,11,E-rickshaw,0.27582327568632836,62,Eco-friendly,Daily Commuting
Bangalore,32,136446,0,9,2-wheeler,0.10979444428747627,68,Cost-conscious,Daily Commuting
Delhi,19,55367,1,19,2-wheeler,0.16560421119099447,99,Cost-conscious,Rare Usage
Delhi,58,140304,1,46,2-wheeler,0.47633249387120435,42,Status-seeking,Weekend Trips
Mumbai,24,25813,1,12,4-wheeler,0.331233300145903,93,Status-seeking,Weekend Trips
Bangalore,49,79894,1,13,2-wheeler,0.4222369318111274,59,Status-seeking,Daily Commuting
Pune,21,122157,1,15,E-rickshaw,0.2946001656410854,28,Eco-friendly,Daily Commuting
Delhi,37,145626,1,26,E-rickshaw,0.43393083920341613,85,Tech-savvy,Rare Usage
Bangalore,67,71444,1,38,E-rickshaw,0.31558020433652756,77,Tech-savvy,Rare Usage
Delhi,53,54269,0,39,4-wheeler,0.10181508536439426,73,Status-seeking,Weekend Trips
Pune,49,81748,1,17,E-rickshaw,0.4598796028123313,10,Status-seeking,Weekend Trips
Delhi,45,61190,1,15,4-wheeler,0.15942644793436506,34,Cost-conscious,Rare Usage
Mumbai,30,60318,1,36,4-wheeler,0.28022190452310836,22,Status-seeking,Daily Commuting
Mumbai,18,57018,1,46,4-wheeler,0.29066973153948983,71,Cost-conscious,Rare Usage
Delhi,52,144078,1,19,2-wheeler,0.11889450947588553,20,Eco-friendly,Weekend Trips
Bangalore,65,59759,0,42,2-wheeler,0.12122815417569797,36,Eco-friendly,Daily Commuting
Bangalore,47,36498,1,5,E-rickshaw,0.4050207237778828,27,Eco-friendly,Long Distance
Bangalore,53,45989,0,28,E-rickshaw,0.22018031602027796,94,Eco-friendly,Long Distance
Delhi,42,122710,0,47,4-wheeler,0.26385126649595364,57,Status-seeking,Rare Usage
Bangalore,33,45568,1,44,2-wheeler,0.32564500618609593,52,Status-seeking,Weekend Trips
Pune,36,137035,1,26,E-rickshaw,0.24935444181893673,27,Cost-conscious,Daily Commuting
Mumbai,18,86577,0,7,E-rickshaw,0.41001497061727765,41,Status-seeking,Long Distance
Pune,22,125231,1,18,2-wheeler,0.45378586144766697,90,Cost-conscious,Daily Commuting
Bangalore,68,134699,1,6,4-wheeler,0.1238871536479433,84,Eco-friendly,Daily Commuting
Pune,39,50099,1,36,E-rickshaw,0.35416135356184353,72,Cost-conscious,Daily Commuting
Bangalore,41,109900,1,42,E-rickshaw,0.22706400298285936,92,Cost-conscious,Daily Commuting
Delhi,60,60639,1,37,2-wheeler,0.33331011136671695,60,Status-seeking,Rare Usage
Pune,62,124679,0,46,2-wheeler,0.29356292725291944,78,Eco-friendly,Daily Commuting
Delhi,69,43482,1,10,4-wheeler,0.2334714084049129,32,Tech-savvy,Long Distance
Delhi,54,89212,0,45,4-wheeler,0.13792625853225698,54,Status-seeking,Long Distance
Hyderabad,53,75261,1,43,E-rickshaw,0.3237759646011591,36,Status-seeking,Rare Usage
Bangalore,53,131321,1,29,4-wheeler,0.14511702657071215,46,Tech-savvy,Long Distance
Mumbai,21,107317,1,38,E-rickshaw,0.16244803527067805,35,Eco-friendly,Daily Commuting
Bangalore,53,50048,0,15,E-rickshaw,0.492870101972364,27,Tech-savvy,Long Distance
Mumbai,69,23065,0,41,2-wheeler,0.2266820761388315,9,Cost-conscious,Weekend Trips
Bangalore,35,22036,1,45,E-rickshaw,0.3337744758485884,22,Tech-savvy,Daily Commuting
Delhi,67,55814,1,11,2-wheeler,0.2088927768076256,91,Eco-friendly,Rare Usage
Pune,33,79694,1,26,E-rickshaw,0.4462037754424587,97,Eco-friendly,Weekend Trips
Pune,58,36924,1,43,E-rickshaw,0.2133360763493402,4,Tech-savvy,Long Distance
Hyderabad,35,149493,1,14,E-rickshaw,0.24675406065499558,81,Status-seeking,Weekend Trips
Mumbai,39,80204,0,25,4-wheeler,0.3433550311240132,5,Tech-savvy,Long Distance
Mumbai,19,52844,0,10,4-wheeler,0.44799468305783463,41,Cost-conscious,Long Distance
Mumbai,38,137755,1,5,2-wheeler,0.4264856618124053,46,Tech-savvy,Long Distance
Delhi,53,134184,1,38,E-rickshaw,0.20554395422278532,86,Tech-savvy,Rare Usage
Mumbai,61,101943,0,18,2-wheeler,0.4318219829982137,27,Tech-savvy,Weekend Trips
Pune,56,41518,0,40,2-wheeler,0.3804781261563853,12,Cost-conscious,Rare Usage
Delhi,64,37059,1,31,E-rickshaw,0.4959313961644064,24,Tech-savvy,Long Distance
Bangalore,56,43052,0,13,4-wheeler,0.47417906719450054,6,Status-seeking,Daily Commuting
Mumbai,46,145274,1,10,4-wheeler,0.31325468881815094,65,Cost-conscious,Daily Commuting
Mumbai,43,89803,1,35,2-wheeler,0.39997144767701653,79,Status-seeking,Rare Usage
Bangalore,38,91524,0,21,4-wheeler,0.32807188079489136,57,Cost-conscious,Daily Commuting
Mumbai,34,113510,0,47,E-rickshaw,0.337998176845989,65,Eco-friendly,Weekend Trips
Bangalore,33,145639,1,40,E-rickshaw,0.14060033199111152,35,Eco-friendly,Daily Commuting
Delhi,48,109572,1,25,4-wheeler,0.1008982833910621,1,Cost-conscious,Daily Commuting
Pune,68,28680,1,31,4-wheeler,0.11927454978995491,37,Cost-conscious,Long Distance
Bangalore,26,87021,1,45,2-wheeler,0.48665226715776977,73,Cost-conscious,Weekend Trips
Hyderabad,48,100249,1,32,4-wheeler,0.1505072911691957,13,Eco-friendly,Weekend Trips
Bangalore,31,40043,1,20,2-wheeler,0.11775588167007443,26,Cost-conscious,Daily Commuting
Mumbai,66,146115,1,39,E-rickshaw,0.223857683882866,14,Eco-friendly,Long Distance
Delhi,54,22419,0,40,E-rickshaw,0.3352719759818113,84,Eco-friendly,Daily Commuting
Delhi,19,76892,1,39,E-rickshaw,0.4793842577211731,11,Cost-conscious,Daily Commuting
Bangalore,69,141831,1,49,4-wheeler,0.37995503142059484,42,Cost-conscious,Rare Usage
Pune,65,133616,1,23,4-wheeler,0.21054118756006673,96,Cost-conscious,Long Distance
Hyderabad,63,121799,1,25,4-wheeler,0.4756232072948593,56,Eco-friendly,Rare Usage
Delhi,31,37140,1,37,2-wheeler,0.11441643010608034,85,Tech-savvy,Daily Commuting
Mumbai,50,63484,1,27,2-wheeler,0.4916216029067171,47,Cost-conscious,Daily Commuting
Mumbai,52,83869,0,10,2-wheeler,0.1234562803305796,60,Tech-savvy,Long Distance
Pune,56,65210,0,36,E-rickshaw,0.4015399892228664,81,Tech-savvy,Weekend Trips
Delhi,64,77600,1,26,2-wheeler,0.11811901566938117,43,Tech-savvy,Daily Commuting
Bangalore,68,136467,0,7,4-wheeler,0.4726245769474029,51,Status-seeking,Daily Commuting
Mumbai,37,98497,1,39,4-wheeler,0.14346635869245566,61,Tech-savvy,Rare Usage
Pune,19,128611,1,20,E-rickshaw,0.12019160521085404,1,Tech-savvy,Rare Usage
Delhi,68,26487,1,46,4-wheeler,0.455706061929979,92,Eco-friendly,Long Distance
Delhi,58,80692,1,29,4-wheeler,0.13831755356705,70,Status-seeking,Rare Usage
Delhi,36,82112,1,21,4-wheeler,0.41917251631203345,30,Eco-friendly,Weekend Trips
Delhi,54,51110,0,43,2-wheeler,0.39881385618240317,81,Eco-friendly,Daily Commuting
Delhi,35,127968,0,17,2-wheeler,0.3395512153953465,72,Tech-savvy,Rare Usage
Mumbai,33,36360,1,32,4-wheeler,0.25118508808772266,71,Eco-friendly,Weekend Trips
Pune,21,69410,0,15,4-wheeler,0.46623221985319563,32,Cost-conscious,Daily Commuting
Delhi,29,122379,1,14,4-wheeler,0.44843250234724985,4,Tech-savvy,Daily Commuting
Hyderabad,46,110418,0,43,4-wheeler,0.2704988443825972,77,Cost-conscious,Weekend Trips
Hyderabad,24,142702,1,28,2-wheeler,0.19268998252585928,57,Tech-savvy,Daily Commuting
Pune,31,103038,1,42,E-rickshaw,0.2090286677673658,76,Tech-savvy,Weekend Trips
Bangalore,29,133589,0,28,4-wheeler,0.18812943094502158,10,Tech-savvy,Weekend Trips
Bangalore,52,93167,1,37,2-wheeler,0.31650078510421764,83,Status-seeking,Rare Usage
Bangalore,22,23017,1,21,4-wheeler,0.4474155314281191,22,Tech-savvy,Long Distance
Hyderabad,34,106261,1,48,E-rickshaw,0.4094447868792682,44,Cost-conscious,Weekend Trips
Bangalore,59,80124,1,40,2-wheeler,0.4182041839781756,26,Tech-savvy,Rare Usage
Mumbai,49,136346,1,39,2-wheeler,0.27931539667985816,78,Tech-savvy,Daily Commuting
Delhi,27,110298,1,10,E-rickshaw,0.22897793271935207,93,Eco-friendly,Rare Usage
Hyderabad,60,70949,1,20,E-rickshaw,0.40294230828202104,55,Tech-savvy,Weekend Trips
Pune,34,78268,1,49,2-wheeler,0.41731931034179504,58,Tech-savvy,Rare Usage
Pune,22,86320,0,32,E-rickshaw,0.3781414825922823,79,Tech-savvy,Long Distance
Delhi,62,113556,1,45,4-wheeler,0.11284284901690739,39,Tech-savvy,Daily Commuting
Hyderabad,59,123995,1,36,E-rickshaw,0.33587387522739354,17,Tech-savvy,Rare Usage
Bangalore,26,101301,1,30,E-rickshaw,0.23881833169915387,50,Tech-savvy,Daily Commuting
Bangalore,66,51127,1,15,2-wheeler,0.178477099610627,60,Status-seeking,Weekend Trips
Mumbai,50,23196,1,29,E-rickshaw,0.37775810533691945,22,Cost-conscious,Long Distance
Mumbai,53,95088,1,35,2-wheeler,0.20741045427443117,35,Status-seeking,Long Distance
Bangalore,53,61300,1,25,4-wheeler,0.4651364635823423,37,Cost-conscious,Rare Usage
Pune,35,69714,1,49,E-rickshaw,0.21923162950527797,71,Status-seeking,Daily Commuting
Pune,26,51921,1,7,E-rickshaw,0.3220722398574574,55,Tech-savvy,Daily Commuting
Mumbai,46,24746,1,16,2-wheeler,0.4311048654606534,38,Status-seeking,Rare Usage
Delhi,67,88535,1,44,2-wheeler,0.2608473352109533,92,Cost-conscious,Rare Usage
Bangalore,31,85350,1,45,E-rickshaw,0.4314631836964108,75,Eco-friendly,Rare Usage
Mumbai,42,70345,1,29,2-wheeler,0.389478558987465,81,Eco-friendly,Rare Usage
Mumbai,32,129606,0,21,E-rickshaw,0.4683463812332619,82,Tech-savvy,Long Distance
Bangalore,23,69220,0,42,4-wheeler,0.23033382503590616,99,Tech-savvy,Rare Usage
Bangalore,59,101131,1,40,E-rickshaw,0.14201122591205292,96,Cost-conscious,Daily Commuting
Pune,46,42063,1,40,4-wheeler,0.272139799172171,68,Eco-friendly,Weekend Trips
Delhi,32,137116,1,23,4-wheeler,0.4143253876756553,27,Tech-savvy,Daily Commuting
Delhi,46,91736,1,48,2-wheeler,0.2801740453560221,89,Status-seeking,Rare Usage
Bangalore,21,123700,1,6,2-wheeler,0.20479517207722828,20,Status-seeking,Long Distance
Hyderabad,35,108913,0,21,2-wheeler,0.11104127102920591,61,Eco-friendly,Rare Usage
Mumbai,67,98946,1,34,2-wheeler,0.22520952118233095,22,Cost-conscious,Weekend Trips
Mumbai,66,65971,1,14,E-rickshaw,0.3853524444652552,20,Tech-savvy,Rare Usage
Bangalore,61,23598,1,39,4-wheeler,0.15904550249069463,74,Tech-savvy,Weekend Trips
Hyderabad,56,30564,1,40,E-rickshaw,0.23635175212289525,15,Tech-savvy,Rare Usage
Pune,33,131052,0,37,4-wheeler,0.10809258468204491,61,Eco-friendly,Long Distance
Bangalore,28,116434,1,5,4-wheeler,0.38870200129039645,96,Status-seeking,Daily Commuting
Bangalore,31,143723,0,22,4-wheeler,0.4522732188204701,90,Cost-conscious,Weekend Trips
Mumbai,20,69725,1,8,E-rickshaw,0.3274113270752137,64,Eco-friendly,Daily Commuting
Bangalore,68,106134,1,31,2-wheeler,0.1103488423570524,79,Eco-friendly,Rare Usage
Bangalore,67,125940,1,29,E-rickshaw,0.18705012501981325,4,Tech-savvy,Daily Commuting
Bangalore,59,79940,1,32,4-wheeler,0.2753876541179713,45,Status-seeking,Long Distance
Mumbai,55,82085,1,26,E-rickshaw,0.3350324882245942,63,Cost-conscious,Long Distance
Pune,62,37862,1,46,4-wheeler,0.29851053698818847,81,Cost-conscious,Daily Commuting
Pune,59,30265,1,29,2-wheeler,0.46634641856450865,40,Tech-savvy,Daily Commuting
Bangalore,35,29705,0,21,2-wheeler,0.47545452656060216,97,Cost-conscious,Long Distance
Mumbai,37,75279,1,48,E-rickshaw,0.14286098501566624,43,Status-seeking,Weekend Trips
Pune,65,82471,1,16,2-wheeler,0.15535635128293546,88,Tech-savvy,Weekend Trips
Pune,42,111080,0,20,4-wheeler,0.24322196489295922,97,Tech-savvy,Long Distance
Pune,55,99834,1,41,4-wheeler,0.2684939527602378,14,Status-seeking,Long Distance
Mumbai,30,82979,1,20,2-wheeler,0.33442667706445023,67,Cost-conscious,Weekend Trips
Mumbai,21,75828,1,21,2-wheeler,0.40926389991506273,50,Status-seeking,Daily Commuting
Bangalore,31,118206,1,35,2-wheeler,0.15430708222469702,53,Cost-conscious,Daily Commuting
Delhi,50,136884,1,19,E-rickshaw,0.4210558784310162,67,Cost-conscious,Rare Usage
Pune,45,128007,1,17,E-rickshaw,0.34401132539012563,88,Cost-conscious,Weekend Trips
Delhi,69,66104,1,44,4-wheeler,0.4923537843180007,76,Status-seeking,Long Distance
Mumbai,54,60934,1,31,E-rickshaw,0.3604670712330129,41,Status-seeking,Rare Usage
Mumbai,25,143534,1,25,E-rickshaw,0.38643660189628715,45,Eco-friendly,Daily Commuting
Mumbai,61,134420,0,6,4-wheeler,0.1780835465608678,24,Status-seeking,Weekend Trips
Delhi,51,26050,1,12,4-wheeler,0.40754478214361456,66,Tech-savvy,Rare Usage
Mumbai,61,63952,0,46,2-wheeler,0.1317064710732695,34,Tech-savvy,Daily Commuting
Bangalore,22,106570,0,11,2-wheeler,0.3626121744752745,72,Tech-savvy,Long Distance
Mumbai,22,131016,1,14,E-rickshaw,0.12222916353948055,77,Tech-savvy,Daily Commuting
Hyderabad,48,28484,1,8,4-wheeler,0.14609032852383874,21,Eco-friendly,Daily Commuting
Delhi,62,82648,0,47,E-rickshaw,0.14314650972663634,8,Status-seeking,Weekend Trips
Hyderabad,26,79945,0,45,E-rickshaw,0.12099362592902252,23,Status-seeking,Long Distance
Mumbai,59,73678,1,40,4-wheeler,0.22845556677835854,22,Cost-conscious,Weekend Trips
Bangalore,49,51323,1,39,4-wheeler,0.49774098316101445,60,Status-seeking,Long Distance
Pune,50,106332,1,47,4-wheeler,0.23929014738461452,36,Cost-conscious,Rare Usage
Mumbai,20,114605,0,7,4-wheeler,0.40431036533542,44,Cost-conscious,Daily Commuting
Bangalore,47,107363,1,22,E-rickshaw,0.15292680634284023,14,Tech-savvy,Weekend Trips
Delhi,67,144468,1,47,E-rickshaw,0.2817964321061819,56,Eco-friendly,Long Distance
Hyderabad,29,143475,1,28,E-rickshaw,0.1740463342259569,99,Eco-friendly,Weekend Trips
Hyderabad,46,55361,1,36,4-wheeler,0.17683886803728163,13,Status-seeking,Daily Commuting
Hyderabad,20,30315,1,38,2-wheeler,0.1398760146296152,51,Cost-conscious,Daily Commuting
Delhi,43,67968,1,6,E-rickshaw,0.27281766121117285,83,Tech-savvy,Rare Usage
Bangalore,47,46519,0,6,2-wheeler,0.13021396829946777,35,Cost-conscious,Long Distance
Delhi,26,29107,1,14,2-wheeler,0.46392454254226434,26,Tech-savvy,Long Distance
Hyderabad,43,141540,1,27,2-wheeler,0.27916012862878176,16,Cost-conscious,Rare Usage
Mumbai,19,75781,1,19,4-wheeler,0.43542645657515255,89,Status-seeking,Rare Usage
Pune,20,23869,1,16,4-wheeler,0.49178577988220484,40,Status-seeking,Long Distance
Delhi,63,100983,0,47,E-rickshaw,0.3711116715280959,3,Cost-conscious,Long Distance
Delhi,21,47370,1,21,E-rickshaw,0.4606043028536694,2,Eco-friendly,Weekend Trips
Bangalore,42,82695,1,22,4-wheeler,0.15414700820120097,18,Tech-savvy,Long Distance
Bangalore,68,80422,1,18,4-wheeler,0.4319974583449744,40,Eco-friendly,Weekend Trips
Delhi,30,27971,1,21,2-wheeler,0.20848693328399037,39,Eco-friendly,Weekend Trips
Hyderabad,56,116805,1,19,4-wheeler,0.2890392155368644,57,Cost-conscious,Weekend Trips
Pune,61,143855,1,16,4-wheeler,0.35863305963773295,38,Tech-savvy,Weekend Trips
Bangalore,52,45651,0,20,4-wheeler,0.46141743701408555,6,Tech-savvy,Daily Commuting
Hyderabad,40,76974,1,36,4-wheeler,0.46439752037189674,35,Status-seeking,Rare Usage
Mumbai,26,121293,1,27,2-wheeler,0.136840950856738,82,Cost-conscious,Rare Usage
Bangalore,19,43446,0,42,E-rickshaw,0.24582219552842335,75,Cost-conscious,Long Distance
Hyderabad,58,146347,1,38,2-wheeler,0.4172700826736867,19,Cost-conscious,Rare Usage
Hyderabad,61,58108,1,38,4-wheeler,0.38126275569289014,75,Status-seeking,Rare Usage
Pune,48,95179,1,20,4-wheeler,0.11054097800833121,28,Status-seeking,Daily Commuting
Pune,61,23823,1,38,E-rickshaw,0.27995576202277994,93,Tech-savvy,Weekend Trips
Mumbai,64,33454,0,44,E-rickshaw,0.43170123804944704,83,Status-seeking,Weekend Trips
Hyderabad,19,23932,1,11,E-rickshaw,0.39507377493350915,67,Cost-conscious,Weekend Trips
Hyderabad,49,30220,1,37,2-wheeler,0.2647399169329291,65,Cost-conscious,Rare Usage
Pune,35,94090,1,8,E-rickshaw,0.3940644489387022,46,Eco-friendly,Rare Usage
Bangalore,30,87965,1,47,4-wheeler,0.32048428365464265,93,Status-seeking,Long Distance
Bangalore,63,48208,0,11,4-wheeler,0.46505159922731465,22,Cost-conscious,Daily Commuting
Delhi,22,92980,1,22,4-wheeler,0.3348508697602175,5,Cost-conscious,Daily Commuting
Pune,59,30510,1,8,2-wheeler,0.2602936715177473,17,Tech-savvy,Long Distance
Delhi,61,64045,1,15,E-rickshaw,0.44516824982729375,52,Status-seeking,Long Distance
Pune,27,30537,0,47,E-rickshaw,0.11994753692265636,21,Cost-conscious,Long Distance
Mumbai,60,92683,1,24,E-rickshaw,0.4602042574549907,67,Tech-savvy,Weekend Trips
Hyderabad,42,125935,1,15,E-rickshaw,0.3785387257991142,74,Eco-friendly,Weekend Trips
Mumbai,51,89134,1,19,4-wheeler,0.4762423441696312,34,Eco-friendly,Weekend Trips
Pune,54,122633,1,21,2-wheeler,0.20020194765078336,74,Tech-savvy,Weekend Trips
Hyderabad,47,92254,1,38,E-rickshaw,0.3779685458559445,97,Status-seeking,Long Distance
Bangalore,24,128227,0,16,4-wheeler,0.4237853067623979,8,Cost-conscious,Long Distance
Bangalore,23,142906,1,46,4-wheeler,0.3808410319143507,30,Status-seeking,Long Distance
Delhi,20,33782,1,32,2-wheeler,0.18413348091570603,95,Tech-savvy,Weekend Trips
Pune,30,134780,1,39,E-rickshaw,0.21023582722913747,42,Cost-conscious,Weekend Trips
Pune,20,145544,1,12,2-wheeler,0.3266969393810695,98,Cost-conscious,Rare Usage
Bangalore,43,143188,1,31,E-rickshaw,0.2787002410763078,74,Cost-conscious,Long Distance
Mumbai,41,85587,1,26,2-wheeler,0.3940468753666113,16,Status-seeking,Daily Commuting
Hyderabad,23,102238,1,28,E-rickshaw,0.2514706765865282,50,Status-seeking,Daily Commuting
Mumbai,60,95720,0,6,E-rickshaw,0.443792208743889,99,Tech-savvy,Rare Usage
Mumbai,66,98004,1,35,2-wheeler,0.2727681620147001,65,Eco-friendly,Weekend Trips
Bangalore,59,42072,0,26,E-rickshaw,0.11601651228591697,23,Tech-savvy,Long Distance
Bangalore,29,101015,1,5,2-wheeler,0.10694563035397829,14,Cost-conscious,Weekend Trips
Bangalore,66,114003,1,18,2-wheeler,0.35869703443381906,27,Tech-savvy,Weekend Trips
Delhi,53,108938,1,29,E-rickshaw,0.3162212473127304,2,Eco-friendly,Daily Commuting
Mumbai,19,92746,1,40,E-rickshaw,0.3170978573425155,28,Tech-savvy,Daily Commuting
Pune,28,65702,1,40,2-wheeler,0.41600360641137824,51,Eco-friendly,Long Distance
Hyderabad,56,122260,0,45,4-wheeler,0.25028809385588785,53,Eco-friendly,Long Distance
Delhi,51,26057,1,7,2-wheeler,0.4981787990379939,57,Cost-conscious,Weekend Trips
Pune,43,148259,0,9,4-wheeler,0.47821204024394093,44,Eco-friendly,Weekend Trips
Mumbai,35,50916,1,5,4-wheeler,0.10518470686312989,76,Status-seeking,Rare Usage
Bangalore,38,47268,0,23,2-wheeler,0.45829710727950246,49,Tech-savvy,Weekend Trips
Mumbai,53,63978,0,37,2-wheeler,0.37221986014804287,21,Tech-savvy,Rare Usage
Hyderabad,57,132894,0,46,2-wheeler,0.30083613472641396,51,Status-seeking,Weekend Trips
Delhi,69,144904,1,34,4-wheeler,0.33309898963761697,52,Status-seeking,Weekend Trips
Delhi,63,43259,1,16,2-wheeler,0.43674294530572855,30,Cost-conscious,Weekend Trips
Hyderabad,61,73583,1,14,2-wheeler,0.48041495682920954,70,Tech-savvy,Long Distance
Pune,39,99400,0,38,E-rickshaw,0.324133449894577,47,Status-seeking,Long Distance
Pune,47,54293,1,20,E-rickshaw,0.17251657887543598,89,Cost-conscious,Long Distance
Delhi,67,131581,1,44,E-rickshaw,0.35590159352890594,30,Tech-savvy,Rare Usage
Delhi,60,27043,1,33,2-wheeler,0.13048758735543228,3,Tech-savvy,Rare Usage
